id,date,confirmed,deaths,recovered,tests,vaccines,people_vaccinated,people_fully_vaccinated,hosp,icu,vent,school_closing,workplace_closing,cancel_events,gatherings_restrictions,transport_closing,stay_home_restrictions,internal_movement_restrictions,international_movement_restrictions,information_campaigns,testing_policy,contact_tracing,facial_coverings,vaccination_policy,elderly_people_protection,government_response_index,stringency_index,containment_health_index,economic_support_index,administrative_area_level,administrative_area_level_1,administrative_area_level_2,administrative_area_level_3,latitude,longitude,population,iso_alpha_3,iso_alpha_2,iso_numeric,iso_currency,key_local,key_google_mobility,key_apple_mobility,key_jhu_csse,key_nuts,key_gadm
e76de189,2020-02-14,15,,,,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,19.27,19.44,22.02,0,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-02-15,15,,,,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,19.27,19.44,22.02,0,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-02-16,15,,,,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,19.27,19.44,22.02,0,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-02-17,15,,,,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,19.27,19.44,22.02,0,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-02-18,15,,,,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,19.27,19.44,22.02,0,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-02-19,15,,,,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,19.27,19.44,22.02,0,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-02-20,15,,,,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,19.27,19.44,22.02,0,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-02-21,19,,,,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,19.27,19.44,22.02,0,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-02-22,20,,,,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,19.27,19.44,22.02,0,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-02-23,20,,,,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,19.27,19.44,22.02,0,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-02-24,20,,,,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,19.27,19.44,22.02,0,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-02-25,20,,,,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,19.27,19.44,22.02,0,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-02-26,20,,,,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,19.27,19.44,22.02,0,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-02-27,23,,,,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,19.27,19.44,22.02,0,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-02-28,25,,,,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,19.27,19.44,22.02,0,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-02-29,25,,,,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,19.27,19.44,22.02,0,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-01,28,1,,,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,19.27,19.44,22.02,0,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-02,32,1,,,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,19.27,19.44,22.02,0,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-03,40,1,,,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,19.27,19.44,22.02,0,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-04,51,2,,,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,19.27,19.44,22.02,0,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-05,59,2,,,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,19.27,19.44,22.02,0,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-06,63,2,,,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,19.27,19.44,22.02,0,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-07,73,2,,7214,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,19.27,19.44,22.02,0,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-08,80,3,,8008,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,19.27,19.44,22.02,0,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-09,92,3,,8371,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,19.27,19.44,22.02,0,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-10,112,3,,10165,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,19.27,19.44,22.02,0,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-11,127,3,,10221,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,19.27,19.44,22.02,0,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-12,157,3,,14856,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,20.83,19.44,22.02,12.5,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-13,198,4,,16685,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,20.83,19.44,22.02,12.5,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-14,249,4,,20496,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,20.83,19.44,22.02,12.5,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-15,297,6,,22567,,,,,,,0,0,0,0,0,0,0,3,2,1,2,0,0,0,20.83,19.44,22.02,12.5,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-16,376,6,,38664,,,,,,,0,0,1,2,0,0,0,3,2,1,2,0,0,0,27.08,30.56,29.17,12.5,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-17,454,6,,44444,,,,,,,0,0,1,2,0,0,0,3,2,1,2,0,0,0,27.08,30.56,29.17,12.5,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-18,567,7,,51000,,,,,,,0,0,2,2,0,0,0,3,2,1,2,0,0,2,34.38,36.11,37.5,12.5,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-19,709,7,28,83333,,,,,,,0,0,2,2,0,0,-2,3,2,1,2,0,0,2,39.06,44.44,42.86,12.5,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-20,847,8,39,91399,,,,,,,0,0,2,2,0,0,-2,4,2,1,2,0,0,2,40.63,47.22,44.64,12.5,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-21,1072,8,51,100284,,,,,,,0,0,2,2,0,0,-2,4,2,1,2,0,0,2,40.63,47.22,44.64,12.5,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-22,1352,8,70,109286,,,,,,,0,0,2,2,0,0,-2,4,2,1,2,0,0,2,42.19,47.22,44.64,25,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-23,1680,8,97,115643,,,,,,,0,-2,2,2,0,0,-2,4,2,1,2,0,0,2,45.31,52.78,48.21,25,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-24,2050,9,113,123200,,,,,,,-3,-2,2,4,0,1,-2,4,2,1,2,0,0,2,55.73,71.3,60.12,25,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-25,2430,10,129,156086,,,,,,,-3,-2,2,4,0,1,-2,4,2,1,2,0,0,2,61.98,71.3,60.12,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-26,2809,14,151,176505,,,,,,,-3,-2,2,4,0,1,-2,4,2,1,2,0,0,2,61.98,71.3,60.12,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-27,3180,14,204,192784,,,,,,,-3,-2,2,4,0,1,-2,4,2,1,2,0,0,2,61.98,71.3,60.12,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-28,3640,15,223,208035,,,,,,,-3,-2,2,4,0,1,-2,4,2,1,2,0,0,2,61.98,71.3,60.12,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-29,3984,17,225,223514,,,,,,,-3,-2,2,4,0,1,-2,4,2,1,2,0,0,2,61.98,71.3,60.12,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-30,4250,19,291,231168,,,,,,,-3,-2,2,4,0,1,-2,4,2,1,2,0,0,2,61.98,71.3,60.12,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-03-31,4561,20,345,242924,,,,32,6,,-3,-2,2,4,0,1,-2,4,2,1,2,0,0,2,61.98,71.3,60.12,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-04-01,4864,21,418,256953,,,,400,76,33,-3,-2,2,4,0,1,-2,4,2,1,2,0,0,2,61.98,71.3,60.12,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-04-02,5137,25,572,266897,,,,415,81,32,-3,-2,2,4,0,-2,-2,4,2,1,2,0,0,-2,61.98,73.15,60.12,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-04-03,5362,29,635,275372,,,,410,86,32,-3,-2,2,4,0,-2,-2,4,2,1,2,0,0,-2,61.98,73.15,60.12,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-04-04,5552,31,686,284891,,,,460,92,33,-3,-2,2,4,0,-2,-2,4,2,1,2,0,0,-2,61.98,73.15,60.12,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-04-05,5693,36,788,297144,,,,460,96,33,-3,-2,2,4,0,-2,-2,4,2,1,2,0,0,-2,61.98,73.15,60.12,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-04-06,5799,41,849,302663,,,,458,96,35,-3,-2,2,4,0,-2,-2,4,2,1,2,0,0,-2,61.98,73.15,60.12,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-04-07,5918,49,2549,310700,,,,305,93,37,-3,-2,2,4,0,-2,-2,4,2,1,2,0,0,-2,61.98,73.15,60.12,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-04-08,6023,51,2815,319368,,,,263,87,36,-3,-2,2,4,0,-2,-2,4,2,1,2,0,0,-2,61.98,73.15,60.12,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-04-09,6108,52,2989,330134,,,,262,81,36,-3,-2,2,4,0,-2,-2,4,2,1,2,0,0,-2,61.98,73.15,60.12,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-04-10,6214,55,3142,338346,,,,236,74,38,-3,-2,2,4,0,-2,-2,4,2,1,2,0,0,-2,61.98,73.15,60.12,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-04-11,6302,57,3266,347847,,,,240,80,38,-3,-2,2,4,0,-2,-2,4,2,1,2,0,0,-2,61.98,73.15,60.12,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-04-12,6324,60,3338,353941,,,,239,81,35,-3,-2,2,4,0,-2,-2,4,2,1,2,0,0,-2,61.98,73.15,60.12,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-04-13,6365,62,3494,362136,,,,227,79,46,-3,-2,2,4,0,-2,-2,4,2,1,2,0,0,-2,61.98,73.15,60.12,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-04-14,6414,63,3598,366493,,,,230,80,44,-3,-2,2,4,0,-2,-2,4,2,1,2,0,0,-2,61.98,73.15,60.12,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-04-15,6637,64,3688,371377,,,,214,73,42,-2,-2,2,4,0,-2,-2,4,2,1,2,0,0,-2,59.9,69.44,57.74,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-04-16,6667,64,3747,380003,,,,201,67,38,-2,-2,2,4,0,-2,-2,4,2,1,2,0,0,-2,59.9,69.44,57.74,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-04-17,6714,66,3819,391530,,,,192,60,38,-2,-2,2,4,0,-2,-2,4,2,1,2,0,0,-2,59.9,69.44,57.74,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-04-18,6756,69,4163,406510,,,,184,56,34,-2,-2,2,4,0,-2,-2,4,2,1,2,0,0,-2,59.9,69.44,57.74,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-04-19,6800,71,4230,420996,,,,178,48,33,-2,-2,2,4,0,-2,-2,4,2,1,2,0,0,-2,59.9,69.44,57.74,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-04-20,6813,72,4258,431734,,,,170,49,32,-2,-2,2,4,0,-2,-2,4,2,1,2,0,0,-2,59.9,69.44,57.74,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-04-21,6835,72,4695,439842,,,,167,47,33,-2,-2,2,4,0,-2,-2,4,2,1,2,0,0,-2,59.9,69.44,57.74,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-04-22,6842,75,4935,452441,,,,162,47,31,-2,-2,2,4,0,-2,-2,4,2,1,2,0,0,-2,59.9,69.44,57.74,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-04-23,6850,76,5045,466659,,,,152,46,29,-2,-2,2,4,0,-2,-2,4,2,1,2,0,0,-2,59.9,69.44,57.74,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
e76de189,2020-04-24,6867,79,5136,482370,,,,139,42,28,-2,-2,2,4,0,-2,-2,4,2,1,2,0,0,-2,59.9,69.44,57.74,75,1,Australia,,,-31.9961875,141.2327875,24982688,AUS,AU,36,AUD,,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,AU,,AUS
